timestamp,profile,edge,sni,host,path,transport,tcp_ok,tls_ok,upgrade_ok,status,elapsed_ms,error
2026-08-01T20:57:10+0330,uacSpoofer 4,108.162.231.10,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,26449.6,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,108.162.247.174,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,26477.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,190.93.242.20,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,26477.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 2,188.114.98.20,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,26549.2,TimeoutError: 
2026-08-01T20:57:09+0330,uacSpoofer 1,188.114.98.0,www.calmlunch.com,www.calmlunch.com,/assignment,ws,True,True,False,,27851.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 2,104.18.32.47,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,26709.8,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 3,104.18.2.1,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,26623.4,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,172.65.10.61,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,26668.7,ConnectionResetError: [WinError 64] The specified network name is no longer available
2026-08-01T20:57:10+0330,uacSpoofer 3,188.114.97.2,www.ignitelimit.com,www.ignitelimit.com,/assignment,ws,True,True,False,,26759.5,TimeoutError: 
2026-08-01T20:57:10+0330,uacSpoofer 4,190.93.249.194,www.gossipglove.com,www.gossipglove.com,/assignment?TELEGRAM--KANAL--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN--JKVPN,ws,False,False,False,,26786.0,TimeoutError: 
